CP CIUDAD
5596 12 DE OCTUBRE 
5615 25 DE MAYO 
5543 3 DE MAYO 
5533 9 DE JULIO 
5590 ADRIAN MATURANO 
5509 AGRELO 
5563 AGUA AMARGA 
5613 AGUA BOTADA 
5613 AGUA DE CABRERA 
5545 AGUA DE DIAZ 
5600 AGUA DE LA MULA 
5549 AGUA DE LOS MANANTIALES 
5613 AGUA DEL CHANCHO 
5621 AGUA DEL TORO 
5621 AGUA ESCONDIDA 
5600 AGUA NUEVA 
5611 AGUA RICA 
5569 AGUADA 
5613 AGUADA PENEPE 
5613 AGUADA PEREZ 
5611 AGUADA PUESTO LA TOTORA 
5582 ALBERTO FLORES 
5590 ALEJANDRO PEREZ 
5590 ALFREDO LUCERO 
5541 ALGARROBAL ABAJO 
5541 ALGARROBAL ARRIBA 
5537 ALGARROBITO 
5533 ALGARROBO 
5600 ALGARROBO DE SORTUE 
5582 ALGARROBO GRANDE 
5591 ALPATACAL 
5537 ALTO AMARILLO 
5594 ALTO CON ZAMPA 
5519 ALTO DE LAS ARAÑAS 
5549 ALTO DE LOS MANANTIALES 
5590 ALTO DE LOS PERROS 
5590 ALTO DE LOS SAPOS 
5533 ALTO DEL OLVIDO 
5549 ALTO DEL PLOMO 
5570 ALTO DEL SALVADOR 
5543 ALTO GRANDE 
5572 ALTO GRANDE 
5537 ALTO TRES COMPADRES 
5582 ALTO VERDE 
5582 ALTO VERDE 
5590 ALVAREZ 
5549 ALVAREZ CONDARCO 
5590 ANA DE DONAIRE 
5590 ANACLETA VIUDA DE PEREZ 
5509 ANCHORIS 
5561 ANCON 
5575 ANDRADE 
5590 ANDRES PEREZ 
5590 ANTONIO SOSA 
5569 ARAGANITA 
5594 ARANCIBIA 
5594 ARANZABAL 
5561 ARBOLEDA 
5539 ARENALES 
5609 ARISTIDES VILLANUEVA 
5537 ARROYITO 
5560 ARROYO CLARO 
5563 ARROYO LOS SAUCES 
5535 ASUNCION 
5623 ATUEL SUD 
5582 AZCURRA 
5594 B DE ARAYA 
5594 B DE QUEBRADO 
5590 B ELENA 
5535 BAJADA ARAUJO 
5569 BAJADA DE LA SALADA 
5569 BAJADA DE LOS GAUCHOS 
5569 BAJADA DE LOS PAPAGAYOS 
5569 BAJADA DE YAUCHA 
5569 BAJADA DEL AGUA ESCONDIDA 
5569 BAJADA DEL FUERTE 
