CP CIUDAD
9420 ASERRADERO ARROYO
9410 BAHIA LAPATAIA 
9411 BASE AEREA TENIENTE MATIENZO 
9411 BASE AEREA VICECOMOD MARAMBIO 
9411 BASE BELGRANO 
9411 BASE BELGRANO 2 
9411 BASE BELGRANO 3 
9411 BASE CIENTIFICA TTE JUBANY 
9411 BASE EJERCITO ESPERANZA 
9411 BASE EJERCITO GRAL SAN MARTIN 
9411 BASE EJERCITO PRIMAVERA 
9411 BASE EJERCITO SOBRAL 
9411 BASE ORCADAS 
9420 CABAÑA RUBY 
9420 CABO SAN PABLO 
9420 CAMPAMENTO CENTRAL YPF 
9420 CAMPAMENTO LOS CHORRILLOS 
9420 COMISARIA RADMAN 
9411 DESTACAMENTO MELCHIOR 
9420 EL PARAMO 
9411 ESTACION AERONAVAL 
9411 ESTACION CIENTIFICA ALTE BROWN 
9420 ESTACION OSN 
9420 ESTANCIA AURELIA 
9420 ESTANCIA BUENOS AIRES 
9420 ESTANCIA CARMEN 
9420 ESTANCIA CAUCHICO 
9420 ESTANCIA COSTANCIA 
9420 ESTANCIA CULLEN 
9420 ESTANCIA DESPEDIDA 
9420 ESTANCIA DOS HEMANAS 
9420 ESTANCIA EL ROBLE 
9420 ESTANCIA EL RODEO 
9420 ESTANCIA EL SALVADOR 
9420 ESTANCIA GUAZU CUE 
9410 ESTANCIA HARBERTON 
9420 ESTANCIA HERMINITA 
9420 ESTANCIA INES 
9420 ESTANCIA JOSE MENENDEZ 
9420 ESTANCIA LA CRIOLLA 
9420 ESTANCIA LA FUEGUINA 
9420 ESTANCIA LA INDIANA 
9420 ESTANCIA LA PORTEÑA 
9420 ESTANCIA LAS HIJAS 
9420 ESTANCIA LAS VIOLETAS 
9420 ESTANCIA LAURA 
9420 ESTANCIA LIBERTAD 
9420 ESTANCIA LOS CERROS 
9420 ESTANCIA LOS FLAMENCOS 
9420 ESTANCIA MARIA BEHETY 
9420 ESTANCIA MARIA CRISTINA 
9420 ESTANCIA MARIA LUISA 
9420 ESTANCIA MARINA 
9420 ESTANCIA MIRAMONTE 
9420 ESTANCIA PIRINAICA 
9420 ESTANCIA POLICARPO 
9420 ESTANCIA RIO CLARO 
9420 ESTANCIA RIO EWAN 
9420 ESTANCIA RIO IRIGOYEN 
9420 ESTANCIA RIVADAVIA 
9420 ESTANCIA ROLITO 
9420 ESTANCIA ROSITA 
9420 ESTANCIA RUBY 
9420 ESTANCIA SAN JOSE 
9420 ESTANCIA SAN JULIO 
9420 ESTANCIA SAN JUSTO 
9420 ESTANCIA SAN MARTIN 
9420 ESTANCIA SAN PABLO 
9420 ESTANCIA SANTA ANA 
9420 ESTANCIA SARA 
9420 ESTANCIA TEPI 
9420 ESTANCIA VIAMONTE 
9421 FRIGORIFICO CAP 
9410 HOSTERIA KAIKEN 
9410 ISLA DE LOS ESTADOS 
9409 ISLA GRAN MALVINA 
9411 ISLA JOINVILLE 
9411 ISLA SHETLAND DEL SUR 
9409 ISLA SOLEDAD 
9411 ISLAS GEORGIAS DEL SUR 
9411 ISLAS ORCADAS DEL SUR 
9411 ISLAS SANDWICH DEL SUR 
9420 LAGO KHAMI 
9420 MISION SALESIANA MÑOR FAGNANO 
9420 PUNTA MARIA 
9420 RIO GRANDE 
9420 SAN SEBASTIAN 
9420 SANTA INES 
9420 SECCION AVILES  ESTANCIA SAN J 
9420 TOLHUIN 
9410 USHUAIA 
