CP CIUDAD
4231 25 DE MAYO 
4353 25 DE MAYO 
4205 25 DE MAYO DE BARNEGAS 
4231 25 DE MAYO SUD 
3766 3 DE MARZO 
4197 7 DE ABRIL 
4238 9 DE JULIO 
5255 9 DE JULIO 
4225 ABRA DE LA CRUZ 
4238 ABRA DE QUIMIL 
4336 ABRA GRANDE 
4225 ABRAS DEL MARTIRIZADO 
4233 ABRAS DEL MEDIO 
4206 ABRITA 
4201 ABRITA CHICA 
4201 ABRITA GRANDE 
4176 ACOS 
4302 ACOSTA 
3741 AEROLITO 
4197 AGUA AMARGA 
4189 AGUA AZUL 
3749 AGUA BLANCA 
5250 AGUA BLANCA 
5251 AGUA CALIENTE 
3766 AGUA DULCE 
3736 AGUA SALADA 
5251 AGUA TURBIA 
4220 AGUADA 
5251 AGUADITA 
4301 AGUAS COLORADAS 
4238 AGUJEREADO 
3741 AGUSTINA LIBARONA 
4197 AHI VEREMOS 
4238 AHI VEREMOS 
4300 AHI VEREMOS 
4452 AHI VEREMOS 
5251 AHI VEREMOS 
3740 AIBAL 
4353 AIBAL 
3747 AIBALITO 
4238 AIBALITO 
2356 ALARCON 
5253 ALBARDON 
4208 ALBARDON CHUÑA 
3747 ALBERDI 
4350 ALEJITO 
4197 ALGARROBAL VIEJO 
4304 ALGARROBALES 
5251 ALGARROBO 
3741 ALHUAMPA 
4225 ALPA PUCA 
5251 ALPAPUCA 
4203 ALTA GRACIA 
4220 ALTA GRACIA 
4233 ALTO ALEGRE 
4203 ALTO BELLO 
4302 ALTO POZO 
4322 ALTO POZO 
4353 ALZA NUEVA 
4353 AMAMA 
4223 AMAPOLA 
5251 AMBARGASTA 
4225 AMICHA 
5251 AMIMAN 
5255 AMOLADERAS 
4350 AMPA 
3760 AÑATUYA 
4321 ANCA 
4233 ANCAJAN 
4201 ANCHANGA 
3740 ANCHILO 
4313 ANCHORIGA 
4201 ANCOCHA 
5251 ANCOCHE 
4321 ANGA 
4184 AÑIL 
4184 ANIMAS 
4220 ANJULI 
4302 ANTAJE 
4225 ANTILO 
5250 ANTUCO 
4201 ARAGONES 
3731 ARBOL BLANCO 
2356 ARBOL NEGRO 
4201 ARBOL SOLO 
4205 ARBOL SOLO 
5253 ARBOL SOLO 
4184 ARBOLITOS 
4322 ARBOLITOS 
4354 ARBOLITOS 
5250 ARBOLITOS 
4302 ARDILES 
4302 ARDILES DE LA COSTA 
4301 AREAS 
4187 ARENALES 
2354 ARGENTINA 
4353 ARMONIA 
4206 ARRAGA 
4203 ARROYO TALA 
4313 ASPA SINCHI 
4322 ASPA SINCHI 
3714 ATAHUALPA 
4313 ATOJ POZO 
4326 AVE MARIA 
3766 AVERIAS 
4208 AYUNCHA 
4350 AZOGASTA 
2356 AZUCENA 
4301 BABILONIA 
5255 BAEZ 
4197 BAGUAL MUERTO 
3749 BAHIA BLANCA 
4220 BAHOMA 
4208 BAJADITA 
4315 BAJADITA 
4301 BAJO GRANDE 
4338 BAJO GRANDE 
4184 BAJO HONDO 
4230 BAJO HONDO 
4356 BAJO HONDO 
5250 BAJO LAS PIEDRAS 
5251 BAJO LAS PIEDRAS 
4223 BAJO VERDE 
5250 BALBUENA 
4237 BALDE POZO 
3064 BANDERA 
4301 BANDERA BAJADA 
4308 BANDERA BAJADA 
4302 BANEGAS 
4313 BARRANCA COLORADA 
4313 BARRANCAS 
4319 BARRANCAS 
4313 BARRIAL ALTO 
4225 BARRIALITO 
5251 BARRIALITO 
4300 BARRIO ESTE 
4230 BARRIO JARDIN 
3760 BARRIO LA LEÑERA 
3740 BARRIO OBRERO 
4200 BARRIO VILLA COHESA 
3760 BARRIO VILLA FERNANDEZ 
4225 BAUMAN 
4338 BAYO MUERTO 
4225 BEBIDAS 
4225 BEJAN 
3712 BELGICA 
4197 BELGRANO 
4203 BELGRANO 
4301 BELGRANO 
5253 BELGRANO 
3740 BELLA VISTA 
4184 BELLA VISTA 
4205 BELLA VISTA 
4230 BELLA VISTA 
4353 BELLA VISTA 
4308 BELTRAN 
4205 BELTRAN LORETO 
4230 BELTRAN LORETO 
3760 BINAL ESQUINA 
4308 BLANCA 
4324 BLANCA 
4332 BLANCA POZO 
4184 BLANCO POZO 
4187 BOBADAL 
4184 BOCA DEL TIGRE 
4306 BOCA DEL TIGRE 
4313 BOQUERON 
4321 BORDO PAMPA 
4452 BOTIJA 
4332 BRACHO 
4197 BRANDAN 
4313 BREA POZO 
4313 BREA POZO VIEJO 
4201 BREA PUÑUNA 
4328 BREALOJ 
4197 BUEN LUGAR 
4301 BUEN LUGAR 
5255 BUENA ESPERANZA 
4201 BUENA VISTA 
4220 BUENA VISTA 
4322 BUENA VISTA 
4354 BUENA VISTA 
5250 BUENA VISTA 
5253 BUENA VISTA 
4230 BUENOS AIRES 
4308 BUEY MUERTO 
4206 BUEY RODEO 
4208 BURRA HUAÑUNA 
4317 BURRO POZO 
4203 CABRA 
4322 CACHI 
4354 CACHI 
4306 CACHICO 
5250 CAJON 
5251 CAJON 
3736 CALDERON 
5250 CALERAS 
4301 CALLEJON BAJADA 
4326 CALOJ 
3749 CAMPO ALEGRE 
4206 CAMPO ALEGRE 
5251 CAMPO ALEGRE 
4189 CAMPO AMARILLO 
3062 CAMPO BELGRANO 
4205 CAMPO DE AMOR 
4230 CAMPO DE AMOR 
3749 CAMPO DEL AGUILA 
3736 CAMPO DEL CIELO 
5255 CAMPO DEL CISNE 
3736 CAMPO DEL INFIERNO 
3736 CAMPO EL ROSARIO 
3747 CAMPO GALLO 
4189 CAMPO GRANDE 
4206 CAMPO GRANDE 
4301 CAMPO GRANDE 
3712 CAMPO LA ANGELITA 
3740 CAMPO LIMPIO 
4353 CAMPO LIMPIO 
4206 CAMPO NUEVO 
2356 CAMPO RAMON LAPLACE 
5250 CAMPO RICO 
5255 CAMPO RICO 
3749 CAMPO VERDE 
4238 CAMPO VERDE 
4322 CAMPO VERDE 
4351 CAMPO VERDE 
4354 CAMPO VERDE 
4203 CAÑADA 
4220 CAÑADA DE LA COSTA 
5250 CAÑADA DE LA CRUZ 
4201 CAÑADA DEL MEDIO 
4301 CAÑADA ESCOBAR 
4220 CAÑADA HONDA 
3740 CAÑADA LIMPIA 
4353 CAÑADA LIMPIA 
4208 CAÑADA RICA 
4315 CAÑADA SAN RAMON 
4223 CAÑADA TALA POZO 
4233 CANARIO 
4319 CAÑAS PASO 
4201 CANCINOS 
4201 CANDELARIA 
4322 CANDELARIA 
4354 CANDELARIA 
4201 CANEINOS 
5253 CAÑITAS 
5250 CANTAMAMPA 
4301 CANTEROS 
2356 CAPILLA 
5250 CARANCHI YACO 
4317 CARBON POZO 
4324 CARBON POZO 
4321 CARDAJAL 
5257 CARDAJAL 
4301 CARDON ESQUINA 
4201 CARDOZOS 
5250 CARRERA VIEJA 
4350 CARRETERO 
3740 CARTAVIO 
4353 CARTAVIO 
4356 CASA ALTA 
5253 CASA DE DIOS 
4301 CASA VERDE 
2354 CASARES 
4306 CASHICO 
4306 CASILLA DEL MEDIO 
4308 CASILLA DEL MEDIO 
4301 CASPI CORRAL 
4201 CATORCE QUEBRACHOS 
4322 CAVADITO 
4354 CAVADITO 
4322 CAVADO 
4354 CAVADO 
4324 CAZADORES 
4184 CEJA POZO 
4301 CEJAS 
3741 CEJOLAO 
4353 CELESTINA 
3745 CENTRAL DOLORES 
4336 CERRILLO 
4203 CERRILLOS 
4321 CERRILLOS 
4230 CERRILLOS DE SAN ISIDRO 
5258 CERRITO 
4231 CERRO RICO 
5250 CHACRAS 
5251 CHACRAS 
4322 CHAGUAR PUNCU 
3749 CHAINIMA 
4452 CHAÑAR AGUADA 
4301 CHAÑAR BAJADA 
4301 CHAÑAR ESQUINA 
4230 CHAÑAR LAGUNA 
4225 CHAÑAR POCITO 
3749 CHAÑAR POZO 
4197 CHAÑAR POZO 
4203 CHAÑAR POZO 
4225 CHAÑAR POZO 
4304 CHAÑAR POZO 
4328 CHAÑAR POZO 
5257 CHAÑAR POZO 
4220 CHAÑAR POZO DE ABAJO 
4206 CHAÑAR PUJIO 
4302 CHAÑAR PUJIO 
2354 CHAÑAR SUNICHAJ 
5250 CHAÑAR YACO 
5250 CHAÑARES ALTOS 
5255 CHAÑARES ALTOS 
5251 CHAÑARITOS 
4201 CHANCHILLOS 
4184 CHARCO VIEJO 
4306 CHARCO VIEJO 
4313 CHARQUINA 
4201 CHAUCHILLAS 
4302 CHAUPI POZO 
4205 CHAVES 
4324 CHEEJ 
5251 CHILCA 
5255 CHILCA 
4317 CHILCA ALBARDON 
4319 CHILCA JULIANA 
4201 CHILCAS LA LOMA 
4301 CHILE 
4319 CHILENO 
4237 CHILLIMO 
4313 CHILPA MAYO 
4317 CHILQUITA 
4201 CHILQUITA I 
4317 CHILQUITAS 
4313 CHIMPA MACHO 
4321 CHIRA 
4233 CHOYA 
5251 CHUCHI 
4201 CHUIQUI 
4317 CHUIQUI 
4208 CHUÑA ALBARDON 
4326 CHUÑA PALMA 
4301 CHURQUI 
4301 CHURQUI ESQUINA 
2341 CLAVEL BLANCO 
2356 CLEVELAND 
4338 CLODOMIRA 
4238 CODILLO 
4208 CODO 
4315 CODO 
