CP CIUDAD
2124 22 DE MAYO 
2732 4 DE FEBRERO 
6106 AARON CASTELLANOS 
3042 ABIPONES 
2109 ACEBAL 
2344 ACHAVAL RODRIGUEZ 
2311 ADOLFO ALSINA 
2132 AERO CLUB ROSARIO 
3071 AGUARA GRANDE 
2101 ALBARELLOS 
2117 ALCORTA 
2214 ALDAO 
3051 ALEJANDRA 
3550 ALLENDE 
3001 ALTO VERDE 
2107 ALVAREZ 
2126 ALVEAR 
2352 AMBROSETTI 
6103 AMENABAR 
2214 ANDINO 
3014 ANGEL GALLARDO 
2303 ANGELICA 
3048 ANGELONI 
3061 ANTONIO PINI 
2183 AREQUITO 
2242 ARIJON 
2119 ARMINDA 
2508 ARMSTRONG 
2242 AROCENA 
3036 AROMOS 
3046 ARRASCAETA 
3014 ARROYO AGUIAR 
3575 ARROYO CEIBAL 
3565 ARROYO DEL REY 
3001 ARROYO LEYES 
2128 ARROYO SECO 
2344 ARRUFO 
2156 ARSENAL DE GUERRA SAN LORENZO 
2187 ARTEAGA 
3014 ASCOCHINGAS 
3040 ASUNCION MARIA 
2307 ATALIVA 
2318 AURELIA 
2318 AURELIA NORTE 
2318 AURELIA SUD 
3561 AVELLANEDA 
2449 AVENA 
3040 AVICHUNCHO 
3017 BAJO LAS TUNAS 
2175 BARLETT 
2246 BARRANCAS 
3000 BARRANQUITAS 
2440 BARRIO BELGRANO ORTIZ 
2242 BARRIO CAIMA 
3569 BARROS PAZOS 
2403 BAUER Y SIGEL 
2326 BEALISTOCK 
2301 BELLA ITALIA 
2639 BERABEVU 
3569 BERNA 
2119 BERNARD 
2248 BERNARDO DE IRIGOYEN 
2501 BERRETTA 
2177 BIGAND 
2600 BOCA P 25 
2179 BOMBAL 
2156 BORGHI 
2326 BOSSI 
2523 BOUQUET 
2501 BUSTINZA 
3036 CABAL 
2322 CABAÑA EL CISNE 
3061 CABEZA DE CHANCHO 
3041 CACIQUE ARIACAIQUIN 
2643 CAFFERATA 
3050 CALCHAQUI 
3001 CALCHINES 
2720 CAMINERA GENERAL LOPEZ 
2126 CAMINO MONTE FLORES 
3021 CAMPO ANDINO 
3046 CAMPO BERRAZ 
2345 CAMPO BOTTO 
2248 CAMPO BRARDA 
2123 CAMPO CALVO 
2248 CAMPO CARIGNANO 
2148 CAMPO CASTRO 
2512 CAMPO CHARO 
2407 CAMPO CLUCELLAS 
3056 CAMPO COUBERT 
2185 CAMPO CRENNA 
3001 CAMPO CRESPO 
2307 CAMPO DARATTI 
3001 CAMPO DEL MEDIO 
3569 CAMPO EL ARAZA 
2342 CAMPO EL MATACO 
2440 CAMPO FAGGIANO 
3569 CAMPO FURRER 
2212 CAMPO GALLOSO 
3572 CAMPO GARABATO 
3066 CAMPO GARAY 
2240 CAMPO GARCIA 
2248 CAMPO GENERO 
2508 CAMPO GIMBATTI 
2253 CAMPO GIMENEZ 
3516 CAMPO GOLA 
3575 CAMPO GRANDE 
2144 CAMPO HORQUESCO 
3555 CAMPO HUBER 
3001 CAMPO ITURRASPE 
2508 CAMPO LA AMISTAD 
2512 CAMPO LA PAZ 
2505 CAMPO LA RIVIERE 
3014 CAMPO LEHMAN 
3011 CAMPO MAGNIN 
2142 CAMPO MEDINA 
3551 CAMPO MONTE LA VIRUELA 
2240 CAMPO MOURE 
2639 CAMPO NUEVO 
2206 CAMPO PALETTA 
2173 CAMPO PESOA 
2258 CAMPO QUIÑONES 
2607 CAMPO QUIRNO 
2216 CAMPO RAFFO 
3572 CAMPO RAMSEYER 
3581 CAMPO REDONDO 
2255 CAMPO RODRIGUEZ 
2407 CAMPO ROMERO 
2109 CAMPO RUEDA 
3060 CAMPO SAN JOSE 
2505 CAMPO SANTA ISABEL 
3020 CAMPO SANTO DOMINGO 
3575 CAMPO SIETE PROVINCIAS 
2403 CAMPO TORQUINSTON 
3560 CAMPO UBAJO 
3516 CAMPO VERGE 
3586 CAMPO YAGUARETE 
3045 CAMPO ZAVALLA 
2407 CAMPO ZURBRIGGEN 
2500 CAÑADA DE GOMEZ 
2635 CAÑADA DEL UCLE 
3551 CAÑADA OMBU 
2105 CAÑADA RICA 
2454 CAÑADA ROSQUIN 
3052 CAÑADITA 
2170 CANDELARIA SUD 
3018 CANDIOTI 
3574 CAPILLA GUADALUPE NORTE 
2301 CAPILLA SAN JOSE 
2154 CAPITAN BERMUDEZ 
2311 CAPIVARA 
3557 CARAGUATAY 
2138 CARCARAÑA 
2240 CARCEL MODELO CORONDA 
2635 CARLOS DOSE 
2453 CARLOS PELLEGRINI 
2618 CARMEN 
2109 CARMEN DEL SAUCE 
2729 CARRERAS 
2218 CARRIZALES 
2317 CASABLANCA 
2248 CASALEGNO 
2148 CASAS 
2170 CASILDA 
2401 CASTELAR 
3081 CAVOUR 
3001 CAYASTA 
3038 CAYASTACITO 
2148 CENTENO 
2105 CEPEDA 
2202 CERANA 
2340 CERES 
3550 CERRITO 
2173 CHABAS 
